"ID","가맹점ID","거래일자","구매금액","적립포인트","사용포인트"
"Q65705269","A","20140602","350400","745","0"
"Q65705269","B","20140604","10430","10","0"
"Q65705269","D","20140810","8400","84","0"
"Q65705269","D","20140924","14700","0","14700"
"Q83110675","A","20140428","240350","1201","0"
"Q37096704","A","20140710","62000","62","0"
"Q98532963","A","20140524","227300","736","0"
"Q98532963","A","20140910","139000","139","0"
"Q58295806","A","20140720","101200","101","0"
"Q90952238","A","20140405","145000","725","0"
"Q90952238","A","20140506","309900","1549","0"
"Q90952238","A","20140527","296590","1394","0"
"Q90952238","A","20140621","9220","9","0"
"Q90952238","A","20140813","45000","225","0"
"Q90952238","A","20140823","54000","270","0"
"Q90952238","A","20140912","35100","175","0"
"Q90952238","A","20140920","75000","75","0"
"Q90952238","A","20140921","10000","10","0"
"Q92794328","B","20140426","9990","18","0"
"Q92794328","B","20140502","24780","48","0"
"Q92794328","B","20140601","109080","218","0"
"Q92794328","B","20140612","7180","14","0"
"Q92794328","B","20140705","132620","132","0"
"Q92794328","B","20140720","39970","39","0"
"Q92794328","B","20140814","21980","21","0"
"Q92794328","B","20140815","147200","146","0"
"Q92794328","B","20140816","85040","84","0"
"Q92794328","B","20140823","302750","302","0"
"Q92794328","B","20140906","9780","9","390"
"Q92794328","B","20140913","92520","92","0"
"Q92794328","B","20140921","73410","73","0"
"Q27900907","A","20140404","101150","505","0"
"Q27900907","A","20140430","103930","103","0"
"Q27900907","A","20140509","123070","124","0"
"Q27900907","B","20140516","62700","310","0"
"Q27900907","B","20140523","103400","515","0"
"Q27900907","B","20140524","100320","500","0"
"Q27900907","E","20140524","4700","70","0"
"Q27900907","B","20140530","100320","500","0"
"Q27900907","B","20140531","100320","500","0"
"Q90983428","A","20140415","209950","209","0"
"Q90983428","A","20140429","83500","82","0"
"Q90983428","A","20140515","82610","303","0"
"Q90983428","A","20140531","132300","115","17000"
"Q90983428","A","20140627","259550","689","0"
"Q90983428","A","20140628","39600","39","0"
"Q90983428","D","20140722","5550","55","0"
"Q90983428","A","20140730","92200","91","0"
"Q90983428","A","20140819","91000","74","17000"
"Q90983428","A","20140831","218170","216","0"
"Q90983428","A","20140909","57800","57","0"
"Q20684588","A","20140405","78900","78","0"
"Q20684588","A","20140412","9000","9","0"
"Q20684588","A","20140427","358960","1794","0"
"Q20684588","A","20140504","40500","40","0"
"Q20684588","D","20140507","16350","163","0"
"Q20684588","A","20140517","181700","181","0"
"Q20684588","A","20140527","25800","25","0"
"Q20684588","A","20140618","57900","57","0"
"Q20684588","D","20140705","3450","51","0"
"Q20684588","A","20140816","60000","60","0"
"Q20684588","C","20140901","4800","11","0"
"Q45435378","C","20140405","6400","5","0"
"Q45435378","B","20140428","19090","17","1040"
"Q45435378","C","20140510","2800","14","0"
"Q45435378","C","20140514","6100","30","0"
"Q45435378","C","20140517","2100","10","0"
"Q45435378","C","20140531","7600","11","0"
"Q45435378","B","20140603","56850","56","0"
"Q45435378","C","20140611","5700","28","0"
"Q45435378","C","20140613","7400","32","0"
"Q45435378","C","20140615","1900","9","0"
"Q45435378","C","20140620","1800","9","0"
"Q45435378","C","20140621","8400","15","0"
"Q45435378","C","20140624","7050","35","0"
"Q45435378","C","20140628","7800","12","0"
"Q45435378","B","20140702","52650","52","0"
"Q45435378","B","20140725","15210","15","0"
"Q45435378","A","20140727","172300","172","0"
"Q45435378","C","20140728","3800","6","0"
"Q45435378","D","20140807","6400","96","0"
"Q45435378","D","20140808","13300","43","4500"
"Q45435378","B","20140815","96640","95","0"
"Q45435378","A","20140821","35000","35","0"
"Q45435378","B","20140821","32200","32","0"
"Q45435378","B","20140827","69410","68","0"
"Q45435378","D","20140901","4300","43","0"
"Q45435378","C","20140908","5500","27","0"
"Q45435378","B","20140913","38920","38","0"
"Q45435378","C","20140913","4500","22","0"
"Q45435378","C","20140915","5600","28","0"
"Q45435378","C","20140922","2650","13","0"
"Q83619996","A","20140517","340400","340","0"
"Q83619996","E","20140521","15150","151","0"
"Q83619996","A","20140815","11500","11","0"
"Q83619996","A","20140817","31800","31","0"
"Q09926762","B","20140416","4500","20","0"
"Q09926762","B","20140521","102080","505","0"
"Q09926762","B","20140708","171930","146","0"
"Q09926762","B","20140806","231000","230","0"
"Q09926762","B","20140916","109740","109","0"
"Q95725316","A","20140404","29450","147","0"
"Q95725316","A","20140504","384360","1836","0"
"Q95725316","A","20140515","68800","344","0"
"Q95725316","A","20140516","37570","147","0"
"Q95725316","A","20140519","73050","364","0"
"Q95725316","D","20140526","3400","34","0"
"Q95725316","A","20140529","23440","117","0"
"Q95725316","D","20140610","1000","10","0"
"Q95725316","A","20140616","30600","153","0"
"Q95725316","A","20140624","10000","50","0"
"Q95725316","A","20140724","13490","67","0"
"Q95725316","A","20140806","31790","20","27790"
"Q95725316","A","20140829","9380","46","0"
"Q54750567","A","20140405","129000","645","0"
"Q54750567","A","20140412","229200","1146","0"
"Q54750567","A","20140524","396550","1962","2000"
"Q54750567","A","20140629","161240","646","0"
"Q54750567","A","20140706","319200","1596","0"
"Q54750567","A","20140823","349790","1748","0"
"Q50122243","A","20140418","156000","780","0"
"Q50122243","A","20140419","20000","100","0"
"Q50122243","D","20140609","5700","57","0"
"Q50122243","A","20140730","218200","218","0"
"Q50122243","A","20140819","116000","580","0"
"Q50122243","A","20140825","71300","356","0"
"Q66867902","A","20140416","12000","12","0"
"Q66867902","A","20140616","138000","138","0"
"Q66867902","A","20140624","198000","197","0"
"Q66867902","A","20140701","243600","243","0"
"Q66867902","A","20140725","201000","201","0"
"Q66867902","A","20140727","169000","169","0"
"Q10078192","A","20140521","4500","4","0"
"Q10078192","A","20140612","60000","300","0"
"Q88966490","A","20140410","34020","170","0"
"Q88966490","A","20140419","59750","298","0"
"Q88966490","A","20140428","71250","356","0"
"Q88966490","A","20140613","84000","640","0"
"Q88966490","A","20140614","28000","140","0"
"Q88966490","A","20140628","386600","525","0"
"Q88966490","A","20140719","187800","939","0"
"Q88966490","A","20140815","4600","22","0"
"Q88966490","A","20140926","323000","1615","0"
"Q92635131","D","20140424","4800","48","0"
"Q92635131","D","20140430","7200","8","3200"
"Q92635131","D","20140517","8100","81","0"
"Q92635131","D","20140519","7150","71","0"
"Q92635131","E","20140521","8400","84","0"
"Q92635131","D","20140526","9050","90","0"
"Q92635131","D","20140527","2200","22","0"
"Q92635131","E","20140528","9350","93","0"
"Q92635131","D","20140529","4300","43","0"
"Q92635131","D","20140530","5250","52","0"
"Q92635131","D","20140604","2100","21","0"
"Q92635131","E","20140630","7450","74","0"
"Q92635131","E","20140701","23550","234","0"
"Q92635131","E","20140702","10150","101","0"
"Q92635131","E","20140704","3750","37","0"
"Q92635131","E","20140705","5100","51","0"
"Q92635131","E","20140707","7450","74","0"
"Q92635131","E","20140708","8400","83","0"
"Q92635131","E","20140710","4200","42","0"
"Q92635131","E","20140711","8200","82","0"
"Q92635131","D","20140716","13000","130","0"
"Q92635131","E","20140721","4200","42","0"
"Q92635131","E","20140722","6600","65","0"
"Q92635131","E","20140730","16150","161","0"
"Q92635131","E","20140801","7500","74","0"
"Q92635131","E","20140814","12050","120","0"
"Q92635131","E","20140904","10450","104","0"
"Q92635131","E","20140911","2700","27","0"
"Q92635131","E","20140913","5250","52","0"
"Q59762672","D","20140412","4200","63","0"
"Q59762672","A","20140416","50000","250","0"
"Q59762672","D","20140416","3800","38","0"
"Q59762672","B","20140424","12000","60","0"
"Q59762672","E","20140503","12550","188","0"
"Q59762672","D","20140505","7350","110","0"
"Q59762672","A","20140517","40000","200","0"
"Q59762672","D","20140518","12150","182","0"
"Q59762672","A","20140614","69000","69","0"
"Q59762672","D","20140614","10000","0","10000"
"Q59762672","A","20140712","30000","150","0"
"Q59762672","A","20140809","45000","225","0"
"Q59762672","B","20140819","5000","5","0"
"Q59762672","D","20140905","1500","15","0"
"Q59762672","A","20140918","18750","93","0"
"Q59762672","A","20140920","48000","192","0"
"Q59762672","D","20140925","2000","20","0"
"Q00499891","A","20140428","5000","5","0"
"Q17576547","A","20140822","20000","120","0"
"Q17576547","D","20140827","9450","94","0"
"Q02582789","A","20140501","50000","50","0"
"Q02582789","A","20140522","79400","79","0"
"Q02582789","B","20140910","179730","179","0"
"Q38689068","A","20140516","253920","1269","0"
"Q38689068","A","20140627","101740","508","0"
"Q38689068","A","20140704","351130","1754","0"
"Q38689068","A","20140718","273560","1366","0"
"Q38689068","A","20140725","349930","987","0"
"Q38689068","A","20140801","198750","921","0"
"Q38689068","A","20140808","152220","760","0"
"Q38689068","A","20140819","280720","1402","0"
"Q38689068","B","20140821","50770","50","0"
"Q38689068","A","20140827","206910","1033","0"
"Q38689068","A","20140904","224660","702","0"
"Q38689068","B","20140905","8400","8","0"
"Q38689068","A","20140916","216280","860","0"
"Q37547217","C","20140504","3500","17","0"
"Q85362248","E","20140529","29950","299","0"
"Q85362248","D","20140822","3150","31","0"
"Q28248450","A","20140903","110000","110","0"
"Q65325397","A","20140708","104000","104","0"
"Q65325397","A","20140831","43000","43","0"
"Q65325397","A","20140902","223000","223","0"
"Q68428344","A","20140406","301400","1139","0"
"Q68428344","A","20140407","204340","1021","0"
"Q68428344","A","20140410","189000","445","50000"
"Q68428344","D","20140418","5050","75","0"
"Q68428344","A","20140420","229000","1105","0"
"Q68428344","A","20140504","20700","20","0"
"Q68428344","A","20140506","237500","1187","0"
"Q68428344","A","20140509","40000","40","0"
"Q68428344","A","20140520","192850","964","0"
"Q68428344","A","20140602","320000","1560","0"
"Q68428344","A","20140607","60000","180","0"
"Q68428344","A","20140614","12000","11","0"
"Q68428344","A","20140629","9000","9","0"
"Q68428344","A","20140701","10000","10","0"
"Q68428344","A","20140703","99000","99","0"
"Q68428344","A","20140711","19090","75","0"
"Q68428344","A","20140713","107100","495","0"
"Q68428344","A","20140715","140000","460","20000"
"Q68428344","A","20140719","70000","70","0"
"Q68428344","A","20140801","31000","31","0"
"Q68428344","A","20140818","70800","314","0"
"Q68428344","A","20140901","305000","305","0"
"Q68428344","A","20140904","300000","300","0"
"Q68428344","A","20140925","14000","70","0"
"Q94727635","D","20140415","5350","53","0"
"Q94727635","B","20140416","10020","10","0"
"Q94727635","D","20140510","1000","10","0"
"Q94727635","D","20140703","3300","33","0"
"Q94727635","D","20140726","1000","10","0"
"Q35556629","A","20140826","167800","167","0"
"Q77220859","A","20140602","199200","199","0"
"Q77220859","A","20140801","18000","18","0"
"Q67609597","A","20140716","350500","449","0"
"Q81612057","B","20140619","189820","945","0"
"Q81612057","B","20140709","82800","410","0"
"Q81612057","B","20140719","75610","375","0"
"Q81612057","B","20140729","134760","670","0"
"Q81612057","B","20140804","199240","995","0"
"Q81612057","A","20140808","44070","44","0"
"Q81612057","B","20140817","35800","175","0"
"Q66049350","A","20140622","98000","98","0"
"Q25099451","B","20140429","128880","127","0"
"Q25099451","B","20140508","15900","15","0"
"Q18405370","E","20140723","13500","135","0"
"Q50894712","A","20140413","179000","895","0"
"Q50894712","E","20140413","4200","42","0"
"Q50894712","A","20140415","36500","182","0"
"Q50894712","E","20140420","4700","47","0"
"Q50894712","A","20140423","15500","77","0"
"Q50894712","B","20140429","16900","16","0"
"Q50894712","A","20140502","82800","414","0"
"Q50894712","A","20140509","41600","208","0"
"Q50894712","A","20140514","8000","40","0"
"Q50894712","A","20140516","88900","424","0"
"Q50894712","A","20140517","238800","1194","0"
"Q50894712","A","20140518","270300","1350","0"
"Q50894712","E","20140518","3750","37","0"
"Q50894712","E","20140524","4200","42","0"
"Q50894712","A","20140528","13000","65","0"
"Q50894712","E","20140529","9900","99","0"
"Q50894712","B","20140530","47620","47","0"
"Q50894712","A","20140601","17500","87","0"
"Q50894712","B","20140602","15580","15","0"
"Q50894712","A","20140604","191800","959","0"
"Q50894712","E","20140608","4200","42","0"
"Q50894712","A","20140610","30000","110","0"
"Q50894712","A","20140615","229250","910","0"
"Q50894712","A","20140620","95600","478","0"
"Q50894712","A","20140621","260600","1303","0"
"Q50894712","E","20140625","4200","42","0"
"Q50894712","E","20140629","4200","42","0"
"Q50894712","A","20140703","248500","1242","0"
"Q50894712","E","20140703","4700","47","0"
"Q50894712","A","20140704","84400","422","0"
"Q50894712","A","20140713","75750","378","0"
"Q50894712","E","20140721","4200","42","0"
"Q50894712","E","20140723","4200","42","0"
"Q50894712","A","20140725","28900","28","0"
"Q50894712","A","20140727","338220","1310","0"
"Q50894712","E","20140728","4200","42","0"
"Q50894712","A","20140730","265330","1326","0"
"Q50894712","E","20140801","4200","42","0"
"Q50894712","A","20140802","15000","15","0"
"Q50894712","E","20140802","4200","42","0"
"Q50894712","E","20140803","4200","42","0"
"Q50894712","A","20140808","39350","197","0"
"Q50894712","A","20140812","31000","155","0"
"Q50894712","E","20140814","7900","79","0"
"Q50894712","E","20140817","7900","79","0"
"Q50894712","E","20140819","4700","47","0"
"Q50894712","E","20140820","4200","42","0"
"Q50894712","E","20140824","8950","89","0"
"Q50894712","A","20140828","34150","170","0"
"Q50894712","B","20140831","35540","35","0"
"Q50894712","A","20140902","154000","154","0"
"Q50894712","E","20140908","11600","116","0"
"Q50894712","A","20140910","7500","37","0"
"Q50894712","B","20140911","11800","11","0"
"Q50894712","A","20140927","36000","36","0"
"Q33358728","A","20140425","30400","152","0"
"Q33358728","A","20140502","189000","945","0"
"Q33358728","A","20140801","160000","800","0"
"Q33358728","A","20140806","138000","690","0"
"Q20591351","B","20140904","98000","98","0"
"Q78763819","A","20140719","12000","12","0"
"Q59580092","A","20140406","63400","317","0"
"Q59580092","A","20140420","257400","1286","0"
"Q59580092","A","20140516","52500","51","0"
"Q59580092","A","20140529","179000","179","0"
"Q59580092","A","20140530","132400","132","0"
"Q59580092","A","20140621","4950","4","0"
"Q59580092","A","20140701","5000","25","0"
"Q59580092","A","20140904","80000","80","0"
"Q94291139","B","20140524","4990","4","0"
"Q94291139","A","20140713","59700","59","0"
"Q94291139","B","20140719","24600","24","0"
"Q94291139","A","20140730","5000","5","0"
"Q94291139","B","20140826","46530","46","0"
"Q94291139","A","20140827","118000","354","0"
"Q93608780","B","20140621","44500","44","0"
"Q93608780","E","20140703","11900","119","0"
"Q93608780","B","20140807","70570","70","0"
"Q93608780","B","20140909","88680","88","0"
"Q89078183","A","20140601","36000","36","0"
"Q89078183","B","20140829","50000","250","0"
"Q89078183","E","20140902","7450","74","0"
"Q35815370","A","20140425","81700","408","0"
"Q35815370","B","20140626","4550","4","0"
"Q35815370","A","20140710","34200","171","0"
"Q35815370","A","20140828","265050","1325","0"
"Q35815370","A","20140914","337000","1625","0"
"Q35815370","A","20140926","315000","1575","0"
"Q35815370","B","20140926","41430","41","0"
"Q97672542","A","20140506","10000","50","0"
"Q97672542","A","20140612","20000","20","0"
"Q97672542","A","20140619","15000","15","0"
"Q97672542","A","20140710","10000","10","0"
"Q97672542","A","20140717","10000","10","0"
"Q03114487","A","20140519","377500","1887","0"
"Q03114487","A","20140524","130000","650","0"
"Q03114487","A","20140625","201100","201","0"
"Q03114487","B","20140625","312200","1555","0"
"Q03114487","B","20140627","71600","350","0"
"Q03114487","A","20140719","60000","60","0"
"Q03114487","B","20140719","327540","326","0"
"Q03114487","A","20140919","243600","243","0"
"Q03114487","B","20140919","50100","37","6000"
"Q16903040","A","20140405","20000","20","0"
"Q16903040","D","20140413","15000","150","0"
"Q16903040","A","20140607","75050","375","0"
"Q16903040","A","20140729","10000","50","0"
"Q16903040","A","20140730","14500","14","0"
"Q16903040","A","20140913","23750","118","0"
"Q85322096","A","20140422","171000","171","0"
"Q85322096","A","20140429","40500","40","0"
"Q85322096","B","20140501","318240","318","0"
"Q85322096","A","20140510","243000","243","0"
"Q85322096","A","20140603","302800","302","0"
"Q85322096","A","20140831","47200","236","0"
"Q96575827","A","20140714","6800","6","0"
"Q37784837","D","20140704","4750","47","0"
"Q37784837","A","20140806","10000","10","0"
"Q37784837","A","20140810","42340","42","0"
"Q37784837","A","20140815","20790","20","0"
"Q37784837","A","20140830","8520","8","0"
"Q37784837","A","20140919","35400","35","0"
"Q37784837","A","20140927","12670","12","0"
"Q97809024","D","20140405","6200","93","0"
"Q97809024","D","20140417","3150","47","0"
"Q97809024","B","20140422","44950","44","0"
"Q97809024","B","20140518","17970","17","0"
"Q97809024","B","20140528","22890","22","0"
"Q97809024","B","20140531","3600","0","3600"
"Q97809024","A","20140604","49900","182","13500"
"Q97809024","A","20140729","30850","154","0"
"Q97809024","A","20140805","60800","60","0"
"Q97809024","D","20140808","4300","64","0"
"Q97809024","A","20140812","11000","55","0"
"Q97809024","A","20140819","41000","90","11000"
"Q97809024","A","20140922","198000","990","0"
"Q97809024","A","20140925","37800","189","0"
"Q30648604","B","20140512","76510","75","0"
"Q30648604","A","20140525","211800","1059","0"
"Q30648604","A","20140622","303770","974","0"
"Q30648604","B","20140707","51020","51","0"
"Q30648604","B","20140712","70660","70","0"
"Q30648604","B","20140808","91850","90","0"
"Q30648604","B","20140903","92100","92","0"
"Q30648604","E","20140912","11150","111","0"
"Q30648604","A","20140913","245600","245","0"
"Q54621628","C","20140415","2000","10","0"
"Q54621628","C","20140705","2400","6","0"
"Q54621628","E","20140715","10450","104","0"
"Q54621628","C","20140929","2600","13","0"
"Q98625542","A","20140530","78800","78","0"
"Q98185103","E","20140418","2800","28","0"
"Q31372860","A","20140410","93100","465","0"
"Q71434674","A","20140531","7000","35","0"
"Q71319166","B","20140424","20880","20","0"
"Q71319166","D","20140428","5550","83","0"
"Q71319166","A","20140507","102000","102","0"
"Q71319166","B","20140507","63580","63","0"
"Q71319166","A","20140516","25000","25","0"
"Q71319166","B","20140523","54360","53","0"
"Q71319166","B","20140602","53680","53","0"
"Q71319166","A","20140608","113330","113","0"
"Q71319166","A","20140630","79000","79","0"
"Q71319166","D","20140707","5800","79","0"
"Q71319166","A","20140729","49000","49","0"
"Q71319166","A","20140808","240000","240","0"
"Q71319166","A","20140916","20000","20","0"
"Q50473043","A","20140404","359500","1797","0"
"Q50473043","A","20140619","354000","354","0"
"Q50473043","A","20140623","318000","318","0"
"Q50473043","A","20140708","49800","35","7400"
"Q50473043","A","20140709","20000","20","0"
"Q50473043","A","20140729","341300","1306","0"
"Q20374391","D","20140627","6700","67","0"
"Q45244998","A","20140411","35000","175","0"
"Q45244998","A","20140514","60000","300","0"
"Q45244998","A","20140707","30000","30","0"
"Q75931395","D","20140402","4600","69","0"
"Q75931395","C","20140529","1500","7","0"
"Q75931395","A","20140611","76820","196","0"
"Q75931395","A","20140618","54900","118","0"
"Q75931395","A","20140630","51000","255","0"
"Q75931395","C","20140725","1500","7","0"
"Q75931395","C","20140914","1100","5","0"
"Q51186441","E","20140418","7450","74","0"
"Q51186441","D","20140710","6850","68","0"
"Q55658372","B","20140610","14100","14","0"
"Q55658372","A","20140731","224000","223","0"
"Q55658372","A","20140807","20010","20","0"
"Q78876792","A","20140405","316200","1580","0"
"Q78876792","A","20140408","18200","91","0"
"Q78876792","A","20140510","176000","880","0"
"Q78876792","A","20140511","191900","959","0"
"Q78876792","A","20140515","348240","1741","0"
"Q78876792","A","20140525","10000","10","0"
"Q78876792","A","20140601","10000","50","0"
"Q78876792","D","20140607","2900","29","0"
"Q78876792","A","20140704","94240","470","0"
"Q78876792","A","20140711","21000","105","0"
"Q78876792","A","20140724","35000","175","0"
"Q78876792","A","20140727","28000","140","0"
"Q78876792","A","20140817","47400","236","0"
"Q78876792","A","20140820","61000","305","0"
"Q78876792","A","20140911","104990","524","0"
"Q68463998","A","20140704","50500","50","0"
"Q68463998","B","20140728","11100","11","0"
"Q68463998","D","20140808","8000","80","0"
"Q68463998","B","20140825","6680","6","0"
"Q38342949","A","20140405","20000","20","0"
"Q38342949","A","20140410","10000","10","0"
"Q38342949","A","20140505","10000","10","0"
"Q38342949","A","20140521","3650","3","0"
"Q38342949","A","20140527","163000","163","0"
"Q38342949","A","20140529","25000","25","0"
"Q38342949","B","20140531","65150","100","22480"
"Q38342949","B","20140614","73290","365","0"
"Q38342949","A","20140624","5290","5","0"
"Q38342949","A","20140630","29000","29","0"
"Q38342949","B","20140701","55300","54","0"
"Q38342949","A","20140706","49000","49","0"
"Q38342949","A","20140709","10000","10","0"
"Q38342949","B","20140711","90650","450","0"
"Q38342949","A","20140717","58000","58","0"
"Q38342949","A","20140719","12000","12","0"
"Q38342949","A","20140720","1500","1","0"
"Q38342949","A","20140721","50000","50","0"
"Q38342949","B","20140721","29160","29","0"
"Q38342949","A","20140725","49800","49","0"
"Q38342949","B","20140725","43840","43","0"
"Q38342949","A","20140813","29000","29","0"
"Q38342949","A","20140816","22480","22","0"
"Q38342949","A","20140818","17500","17","0"
"Q38342949","A","20140819","100000","100","0"
"Q38342949","B","20140830","4020","4","0"
"Q38342949","B","20140902","69440","69","0"
"Q38342949","A","20140910","71560","71","0"
"Q38342949","A","20140927","118360","118","0"
"Q38342949","A","20140928","94000","94","0"
"Q86289205","B","20140419","17400","17","0"
"Q86289205","B","20140530","42820","42","0"
"Q86289205","B","20140601","16120","16","0"
"Q86289205","D","20140609","10100","101","0"
"Q86289205","B","20140613","25300","25","0"
"Q86289205","B","20140829","62820","62","0"
"Q86289205","B","20140915","19800","19","0"
"Q86289205","B","20140927","75780","75","0"
"Q65789585","D","20140402","4100","41","0"
"Q65789585","D","20140414","9250","92","0"
"Q80735158","A","20140404","30000","150","0"
"Q80735158","A","20140411","5000","5","0"
"Q80735158","A","20140418","32300","151","0"
"Q80735158","A","20140420","39800","119","0"
"Q80735158","A","20140426","33000","33","0"
"Q80735158","A","20140530","18000","18","0"
"Q80735158","D","20140607","8550","85","0"
"Q80735158","A","20140615","13000","13","0"
"Q80735158","E","20140615","5700","57","0"
"Q80735158","A","20140711","49050","47","0"
"Q80735158","E","20140802","3750","37","0"
"Q80735158","A","20140803","11960","11","0"
"Q80735158","A","20140815","33300","31","0"
"Q80735158","B","20140825","23030","23","0"
"Q80735158","A","20140916","39730","39","0"
"Q20926884","D","20140417","10050","100","0"
"Q20926884","C","20140521","7000","35","0"
"Q20926884","C","20140529","5000","17","0"
"Q20926884","C","20140624","2650","13","0"
"Q20926884","C","20140627","17800","44","0"
"Q20926884","C","20140723","2800","14","0"
"Q08681979","E","20140404","4700","47","0"
"Q08681979","B","20140415","9960","9","0"
"Q08681979","A","20140418","3840","3","0"
"Q08681979","E","20140418","4700","47","0"
"Q08681979","B","20140423","13960","13","0"
"Q08681979","B","20140605","9600","9","0"
"Q08681979","A","20140620","38200","191","0"
"Q08681979","B","20140625","39000","39","0"
"Q08681979","B","20140630","32800","32","0"
"Q08681979","E","20140702","8750","87","0"
"Q08681979","B","20140704","39320","39","0"
"Q08681979","B","20140708","33250","33","0"
"Q08681979","B","20140714","59800","59","0"
"Q08681979","B","20140715","148200","148","0"
"Q08681979","C","20140716","2500","12","0"
"Q08681979","E","20140716","4200","42","0"
"Q08681979","A","20140721","29000","29","0"
"Q08681979","B","20140801","24840","24","0"
"Q08681979","B","20140802","12000","372","0"
"Q08681979","A","20140906","266600","266","0"
"Q08681979","B","20140929","10920","10","0"
"Q51460553","A","20140731","34900","34","0"
"Q18945761","A","20140413","184500","184","0"
"Q18945761","A","20140427","91000","91","0"
"Q18945761","D","20140427","8550","128","0"
"Q18945761","A","20140629","175000","175","0"
"Q18945761","D","20140808","7150","107","0"
"Q18945761","A","20140809","98400","98","0"
"Q18945761","A","20140909","49000","49","0"
"Q40144065","A","20140409","12400","12","0"
"Q40144065","A","20140411","28000","28","0"
"Q40144065","A","20140426","20000","20","0"
"Q40144065","A","20140513","30000","30","0"
"Q40144065","B","20140519","7800","7","0"
"Q40144065","A","20140527","106800","106","0"
"Q40144065","B","20140605","92000","92","0"
"Q40144065","A","20140911","45000","45","0"
"Q40144065","A","20140924","69800","69","0"
"Q93375180","A","20140405","175000","875","0"
"Q93375180","A","20140406","278200","736","0"
"Q93375180","A","20140705","25000","125","0"
"Q93375180","B","20140814","69340","68","0"
"Q93375180","B","20140906","9060","9","0"
"Q36870200","A","20140521","7900","39","0"
"Q36870200","A","20140524","78920","313","0"
"Q36870200","A","20140530","118000","430","0"
"Q36870200","A","20140801","355270","1655","0"
"Q42594405","A","20140405","195500","577","0"
"Q42594405","C","20140826","32620","123","0"
"Q42594405","A","20140916","22500","112","0"
"Q01227613","A","20140509","49000","49","0"
"Q01227613","A","20140528","192000","292","0"
"Q14727692","B","20140405","92740","92","0"
"Q14727692","A","20140608","31420","81","7570"
"Q14727692","B","20140624","34480","34","0"
"Q14727692","A","20140709","78000","390","0"
"Q14727692","A","20140801","147250","736","0"
"Q14727692","A","20140830","173020","810","0"
"Q14727692","B","20140907","17800","170","0"
"Q14727692","A","20140916","40500","202","0"
"Q14727692","A","20140925","40500","40","0"
"Q38096681","A","20140426","49000","245","0"
"Q38096681","C","20140505","10600","39","0"
"Q38096681","D","20140507","3900","39","0"
"Q38096681","D","20140509","5600","56","0"
"Q38096681","A","20140606","11000","55","0"
"Q38096681","A","20140706","79300","396","0"
"Q38096681","A","20140709","208200","1041","0"
"Q38096681","A","20140809","300200","1500","0"
"Q38096681","A","20140816","30500","67","8500"
"Q38096681","A","20140913","288030","1362","1730"
"Q38096681","A","20140921","119400","596","0"
"Q98167135","D","20140712","17050","255","0"
"Q98167135","A","20140809","36400","36","0"
"Q98167135","D","20140816","12000","180","0"
"Q98167135","A","20140825","10000","10","0"
"Q98167135","A","20140826","35000","35","0"
"Q98167135","B","20140829","1000","1","0"
"Q65704339","A","20140623","91000","91","0"
"Q77274622","A","20140626","21500","21","0"
"Q77274622","A","20140628","139000","139","0"
"Q73972720","A","20140713","205050","205","0"
"Q73972720","A","20140901","135000","135","0"
"Q78033063","B","20140510","6920","6","0"
"Q78033063","B","20140517","2380","2","0"
"Q78033063","B","20140607","22210","22","0"
"Q78033063","D","20140607","9250","92","0"
"Q78033063","B","20140627","16890","16","0"
"Q78033063","B","20140705","26530","26","0"
"Q78033063","B","20140709","22200","22","0"
"Q78033063","D","20140711","4000","40","0"
"Q78033063","B","20140719","21280","21","0"
"Q78033063","B","20140802","24240","24","0"
"Q78033063","B","20140910","11140","11","0"
"Q71602534","D","20140508","6850","68","0"
"Q71602534","D","20140515","6850","68","0"
"Q71602534","D","20140523","6850","68","0"
"Q71602534","D","20140607","6850","68","0"
"Q02910699","A","20140405","334850","1674","0"
"Q02910699","A","20140411","212890","1064","0"
"Q02910699","A","20140414","22400","112","0"
"Q02910699","A","20140617","281840","1409","0"
"Q02910699","A","20140707","110600","553","0"
"Q02910699","A","20140807","88200","441","0"
"Q02910699","A","20140809","77680","388","0"
"Q02910699","A","20140829","134100","670","0"
"Q02910699","A","20140913","365400","1827","0"
"Q02910699","A","20140920","48550","241","0"
"Q02910699","A","20140923","58990","294","0"
"Q79216529","C","20140929","14600","72","0"
"Q77127646","A","20140524","240200","240","0"
"Q77127646","A","20140615","6000","30","0"
"Q77127646","A","20140810","25500","127","0"
"Q49122177","A","20140707","198000","197","0"
"Q90606594","D","20140412","2800","28","0"
"Q90606594","A","20140604","97300","486","0"
"Q90606594","A","20140909","75050","75","0"
"Q43584960","D","20140422","3450","34","0"
"Q43584960","A","20140514","15800","79","0"
"Q43584960","A","20140515","83850","419","0"
"Q43584960","A","20140731","9500","9","0"
"Q43584960","A","20140912","30000","150","0"
"Q43584960","A","20140921","60000","300","0"
"Q35777025","A","20140404","19000","19","0"
"Q35777025","A","20140425","39600","39","0"
"Q35777025","A","20140707","15500","15","0"
"Q35777025","A","20140715","6500","6","0"
"Q35777025","A","20140819","36000","36","0"
"Q35777025","A","20140907","105000","105","0"
"Q78449433","A","20140525","80900","80","0"
"Q78449433","A","20140927","79000","79","0"
"Q16276670","A","20140401","243000","1215","0"
"Q16276670","A","20140430","80550","402","0"
